commitMsg,changeType,bugFix,featureAddition,performanceImprovement
"syntheticpasswordmanager: fix naming of scrypt parameters          scryptn, scryptr, and scryptp are really the log base 2 of the scrypt     parameters n, r, and p -- not n, r, and p themselves as their names     suggest.  rename them accordingly.          no change in behavior; this is just a cleanup.          test: atest syntheticpasswordtests     change-id: i2b3bfe73e623ebf6f0f9d4de11f6e7d00d825522     ","[0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0]",1,0,0
"syntheticpasswordmanager: consolidate hex encoding logic          remove the in-class implementation of hex encoding and just use     hexencoding, which was already being used in one place.          no change in behavior since the encoding remains the same.  in     particular, upper case a-f is still used instead of lower case a-f.          test: atest syntheticpasswordtests     change-id: i493e4b894f76670bcb9cba8a8a774f3f5832e769     ","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 10, 1, 0, 0, 1, 0]",1,1,1
make target dirty segment ratio tunable          test: check smart idle maint log of storagemanagerservice     signed-off-by: daeho jeong <daehojeong@google.com>     change-id: i97503795473a9977740e717bf7b0ef6283c65a53     ,"[0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0]",1,1,1
make minimum gc sleep time tunnable          test: check smart idle maint log of storagemanagerservice     signed-off-by: daeho jeong <daehojeong@google.com>     change-id: i004bb6752e84d26b041cfdd27848949f6e49d05e     ,"[0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0]",1,1,1
"syntheticpasswordmanager: rename derivepassword() to derivesubkey()          the output of derivepassword() is a key (byte array, not hex encoded),     not a password.  therefore, rename it to derivesubkey().          no change in behavior; this is just a cleanup.          test: atest syntheticpasswordtests     change-id: ie3d74a579963bcbe63fc93c1b4c436c2aba8c342     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0]",1,1,1
add nr bands to service state.          bug: 231523547     test: make     change-id: i2b2fb7b4728d9bd4af981fe853eaa69a6b51d33e     ,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,1
"make smart idle maint update write amount record every period          now, when the condition doesn't meet, smart idle maintenance service     doesn't update write amount record. fixed it, since it should be updated     every period.          test: check smart idle maint log of storagemanagerservice     signed-off-by: daeho jeong <daehojeong@google.com>     change-id: i339109fcaa821620a3b9b4b8c49e25fd18d03cf3     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 5, 0, 0]",1,0,0
fix failing benchmark by correcting provider name.          test: atest messagedigestperftest     bug: 236922387     change-id: i80af7091a1e8229d4ac29437a8b6d46d1c206eb5     ,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,0
"update vibrationattributes javadocs for flag_bypass_interruption_policy          add clarification that this flag can only be applied by privileged apps, and will be ignored otherwise.          bug: 236932598     change-id: i78db484b9d479abed67689c827707b6f141b2c00     test: n/a     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,1
"add manual rollback sample app          this application can be installed as a signature app. it displays     all available rollbacks, and will manually trigger the rollback of     all selected rollback ids. this application will not trigger a     reboot in the case of staged rollbacks.          test: m samplerollbackapp, adb install. manually install a train     with rollback enabled and reboot. verify that the available     rollback is displayed, and that the rollback can be committed.     bug: 220204580     change-id: id2e5afac9e25532d8c24ea2b803c07dcfdb84d85     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,1
correct the comments information for settings          change-id: i2931f9cdb22de8749e755b4efc0ce347868ed915     signed-off-by: zhangjincheng <zhangjincheng@xiaomi.com>     ,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1,1
"modify the comment for sync_disabled_mode_none          what is the mean of sync_disabled_mode_none?          form code, it may should be `sync is not disable`          signed-off-by: zhangjincheng <zhangjincheng@xiaomi.com>     change-id: i0017001966a9bee524e92803a1bc48a436f68129     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1,1
"fix adb key file reading          the `adb_temp_keys.xml` file is used to keep track of each adb key and     when it was previously connected. it also keeps track of authorized wifi     networks. it is written correctly, however, the parser currently is     unable to read the file that it wrote, meaning that:     1. adb keys never properly expire     2. wifi aps are never properly restored          furthermore, because of complex interactions with restoring the adb_keys     file in test harness mode, duplicate keys get appended repteatedly to     the adb_keys file if they're not in the key map.          this cleans up the file, making it more testable, adds tests for the     previously broken functionality, and just performs some simple     restructuring of bits of the code that were error-prone.          now, the adb_keys file is nothing but a view of the temp keys file. when     keys are added to the temp keys file, we completely rewrite the adb_keys     file with the set of keys present in the temp keys file, meaning that     duplicates cannot be added.          this also introduces a method for other system services (primarily for     testharnessmodeservice) to notify the adbdebuggingmanager that the key     files were modified, and it should reload the state.          bug: 236299256     test: atest adbdebuggingmanagertest          change-id: iae955aca17e873288d58b16f184bd4d325d50d86     ","[0, 0, 0, 2, 15, 6, 3, 0, 2, 1, 0, 6, 3, 0, 5, 4, 3, 1, 0, 3, 2, 2, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 1, 4, 0, 0, 0, 0, 0, 98, 43, 5, 5, 26, 0]",1,0,0
"fix bytebufferbulkperftest issues by shortening param & test names.          android's trace class seems to have a 127 char limit to section names (which is     not enforced running locally), which should no longer be hit when this     change goes through.          bug: 236230898     test: atest bytebufferbulkperftest     change-id: i0ff3f13bc0d22bc412dfedad2772fc8c341f8f0c     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,0
more libcore benchmarks          test: atest {testname}     change-id: i1ff5876dc68d316ec95412513a4b7ceeff82d638     ,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,1
add system properties based settings for usaps          this cl updates the configuration handling for usap system properties.          test: build; flash; set property; check device state     bug: 161725679     change-id: ia1f6c4f4f7b8798d9c906953629bed61ce618f54     ,"[0, 0, 0, 0, 3, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 13, 3, 0, 4, 4, 0]",0,0,1
"revert `freeze all package processes before killing`          this reverts commit a666f83b825d4017751bd2c6d1e81763d53690eb.          reason for revert: b/236266655 zygote for a new process spawns in different process group before moving, which causes permanent freeze of all zygote processes.          change-id: i5eae2519e6bcb52e8ee4a7e0bf5dc8495258b732     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 2, 0, 0, 0]",1,1,1
"minor cleanups in vpn          this commit includes few minor cleanups in vpn for better readability     and maintainability. specifically this commit:     - explicitly sets ipsec tunnel's underlying network when child sa is     created     - nulls out scheduledfuture when the task is finished or cancelled     - validates the ike session token before executing the scheduled     handlesessionlost call          bug: 192077544     test: atest vpntest, ikev2vpntest     change-id: ib3cbdbfa594c55c27b78dffc00a82d371ca7a749     ","[0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 7, 0]",1,1,1
make vpn more testable and update nc during network change          this commit:     - updates the networkcapabilities with new underlying network during     ike session re-establishment     - create wrapper classes for ikesession     - allow injecting executor and networkagent with     the dependencies class          bug: 192077544     test: atest vpntest(new tests)     change-id: ic98e3906c2b02fa8b9f4a8e1366b1dd8a363bb47     ,"[0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 4, 0]",1,1,1
"immediately notify vm of top process state          the delay was introduced to suppress jit activity during startup.     however, art no longer uses the expicit process state signal as an input     to informing jit activity, so the delay can be removed.          by forwarding the process state immediately, art can make more informed     decisions about activity based on process state, e.g., suppressing     madvise calls for less important (non-foreground) processes.          bug: 235390330     test: m + presubmit + boot tests     change-id: ia95a76f86cf4c38bf89e56f954dbf59e0083ec50     ","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 5, 0, 0, 5, 0, 0]",1,1,1
"recheck the condition before really killing          since the kill is asynchronously scheduled in the handler, logically,     before scheduling, the process may be operated by the user to the     foreground or raising to an important adj and then be killed abnormally.          bug: 235565625     change-id: ied40d3ad22caa4d6c89055fdf85affb905d44d23     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0]",1,1,1
revert `add nr bands to service state.`          revert `add nr bands to service state.`          revert submission 2124634-nrbands          reason for revert: wrong conversions.     reverted changes:     i493e574e5:add nr bands to service state.     i25ec415e6:add nr bands to service state.          change-id: i265f2b1a073cf0fbc5ec5654d9b369e658713f2f     ,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,1
"handle npe from bluetoothrouteprovider          npe could be thrown if action_active_device_changed     is sent before action_connection_state_changed (connected)     is sent.     this cl handles the case by creating a new bluetooth route.     if action_connection_state_changed is followed, connectedprofiles     of the route will be managed.          bug: 235311641     test: build successful     change-id: i931b3eb38704f23b96c80d70d121c27bef297c7b     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 0, 2, 2, 0]",1,1,1
revert `make vpn more testable and update nc during network change`          revert submission 2113906-mobike-ut          reason for revert: b/235853154 test files build failed on tm-mainline-prod     reverted changes:     i739016db1:add unit tests for ikev2 vpn setup and mobike     ic0f0c5496:make vpn more testable and update nc during networ...          change-id: ia598f1c0feb74ead57e3ce32413cc7da9dab73e5     ,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 7, 0]",0,0,1
make vpn more testable and update nc during network change          this commit:     - updates the networkcapabilities with new underlying network during     ike session re-establishment     - create wrapper classes for ikesession and networkagent     - allow injecting executor and networkagent with     the dependencies class          bug: 192077544     test: atest vpntest(new tests)     change-id: ic0f0c54967f5f898f43ed126f4ef410adb2c1969     ,"[0, 0, 0, 2, 2, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 7, 0]",1,1,1
improve the code of handlesessionlost()          bug: 229350078     test: atest frameworksnettests:vpntest     change-id: ia5fee854fb6017c08b7b7fb7ad666eed9a932195     ,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 2, 2, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 17, 0, 9, 1, 0]",1,1,1
"add a retry mechanism when error is recoverable          have a retry delay arrays for getting the next retry delay, and     the max retry delay is 900 seconds, when the max retry delay is     reached, the retry mechanism will always use it delay the retry.          bug: 229350078     test: atest frameworksnettests:vpntest     change-id: if0fe30f0b98b83a723e14ea8f6cd9a96c54e1691     ","[0, 0, 0, 0, 4, 3, 1, 1, 0, 0, 0, 8, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 8, 0, 2, 11, 0]",0,0,1
usermanagerservice: fix comment for mremovinguserids          correctly describe the purpose of mremovinguserids.          bug: 234059731     change-id: i51f6b25469762304f747645521f77a7883944a05     ,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,0
update dateintervalformattest due to icu 71 upgrade          bug: 232747988     test: atest frameworkscoretests:android.text.format     change-id: i92585d2b47a15a808a84cdd34b8ac5d484e71880     ,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0]",1,1,1
"parcel: warnings for 'reply' statuses          comment a warning for this hack to add data into statuses. i've also     heard from jsharkey@ in the past a need for a generic solution here.     at a minimum, this prevents new bugs/bad interactions with native     code.          bug: 235006086     test: n/a     change-id: i3bcb2b8638803cde0f6ef257b65bb9456843abf7     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,1
"fix comment in docs about id attestation.          id attestation will not work if the device identifiers are altered in     the system image. this is because keymint checks the device identifiers     that are provided in a generatekey call against the device identifiers     that were provisioned in the factory. if there is a mismatch, the key     request is rejected. the documentation on getserial() has been fixed to     clarify this.          test: the new documentation is semantically digestible by a swe     change-id: ie300cd167bb82b44e38fb3e091b90abe02a7c197     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,0
"add vpn app into power saver whitelist for a while to start its service          if the vpn app is not launched, then its background service     cannot receive the vpnmanager events.     add vpn app into power saver whitelist for a while can let its     background service to receive vpnmanager events.          bug: 234104087     test: confirm that the vpn app has received vpnmanager events.     change-id: i9819a78ec0cbbd6879baae645ef42c22756b09d4     ","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]",0,0,1
entropymixertest: convert to junit4          this addresses the following errorprone warning and removes a use of the     deprecated class androidtestcase.          entropymixertest.java:33: warning: [junitambiguoustestclass] test class     inherits from junit 3's testcase but has junit 4 @test or @runwith     annotations.          test: atest entropymixertest     test: m frameworksservicestests run_error_prone=true     change-id: i13f176483d1d62e3f85bae52c844996177680570     ,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 6, 0]",0,0,1
"remove obsolete support for emulated fbe          emulated fbe was a developer-mode feature intended to allow developers     to add direct boot support to apps before native fbe devices became     widely available.  since all devices running the latest version of     android now use native fbe (except for a couple edge cases not relevant     here, like in-development devices on which encryption hasn't been     enabled yet), and emulated fbe doesn't work on native fbe devices     anyway, there's no longer any need to carry the code for emulated fbe.          bug: 232458753     change-id: i2ab35472c872b19b2bf64aa99424b5ccd9f6170f     ","[0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 1, 1, 22, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 0, 0, 0, 0, 0, 0, 29, 5, 5, 17, 2, 0]",0,0,1
"usagestatsservice: ignore removed users in persistpendingeventslocked()          if a pre-created user is removed before it becomes a full user, the     action_user_removed intent is never sent, so usagestatsservice is never     notified that the user's pending events should be discarded.  it will     eventually try to persist the events.  as the first step, it tries to     create /data/system_de/$userid/usagestats and the parent directory     /data/system_de/$userid if it doesn't already exist.          however, due to https://r.android.com/2078213 the selinux policy no     longer allows system_server to create /data/system_de/$userid.  the     failure to create this directory is causing usagestatsservice to throw     an illegalstateexception which crashes system_server.          (before the sepolicy change, system_server could create     /data/system_de/$userid, so the crash wouldn't have happened.  but     problems still might have occurred if the user id was reused.)          the underlying user state tracking bug still needs to be fixed.  for     now, just avoid crashing system_server unnecessarily, and avoid an     selinux denial by using mkdir() instead of mkdirs().          test: pm create-user --pre-create-only     pm remove-user 10     # wait 20 minutes and check logcat.          bug: 234059731     change-id: ic5efc19cda6b820a2c07f77b4f316d501acb9e80     ","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 0, 1, 1, 0]",1,0,0
