commitMsg,changeType,bugFix,featureAddition,performanceImprovement
"[DO NOT MERGE] Fixed status bar glitch for apps that access internal res          In 12L, to support mulit-display devices, we changed the way to get the     status bar height by adding an API to calculate instead of directly     reading the resource of status_bar_height.          However, some apps still using Resources.getIdentify() to get this     internal resources dimen as status bar height to layout their UI which     cause status bar glitch in their app.          For compatibility purpose:     1. Create a new dimen res status_bar_height_default which will be used     by framework to determine the status bar heigth     2. For status_bar_height     - Set the value to the size which already consider the cutout size     for defualt display as before so that it won't breaking existing     app.     - It is only used for apps using Resources.getIdentifier()          Bug: 216782082     Test: verified on the apps with such issue.     Change-Id: I306efa187ffa69223c06fd248cfe57d183f96c59     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","1","1","1"
"Merge `Provide gesture and tappable element insets for caption`","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","0","1"
"Fix issue where cold-start launching an activity from the shade while an occluding activity is visible would result in an inescapable black screen.          Fixes: 227341125     Test: use Notify.apk (go/notify-apk) to post a notification that'll launch an activity, then force close Notify, open a Meet call (or other SHOW_WHEN_LOCKED activity), lock the phone, press the power button, pull down the shade, tap the Notify notification, UDFPS, note no inescapable black screen     Merged-In: I57c57cbb156dae79fa46e917285330f07ff7edce     Change-Id: I57c57cbb156dae79fa46e917285330f07ff7edce     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","1","1"
"Handle non-exist permission group correctly for pm list permissions          Test: adb shell pm list permissions non-exist-permission-group          Change-Id: I4e1a36ec673c9b3cc813346f6fce79f5017a099a     Signed-off-by: utzcoz <utzcoz@gmail.com>     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","1","1","1"
"Merge changes from topic `merge_8391262` into stage-aosp-master          * changes:     Fixup OWNERS file merge conflicts.     Merge Android 12 QPR3 ab/8391262     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","1","1"
"Merge `[SettingsProvider] update API javadoc` am: ebcfe1c6e0 am: 9338b2de56          Original change: https://android-review.googlesource.com/c/platform/frameworks/base/+/2053133          Change-Id: Ieb0676111a1dddf6a1126ecb2ef19ef1520188bb     Signed-off-by: Automerger Merge Worker <android-build-automerger-merge-worker@system.gserviceaccount.com>     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","1","1"
"[DeviceConfig] true/false should be wrapped in @code tags          BUG: 227781337     Test: n/a     Change-Id: I89a6f148e975a69c4632e8ced1676f4b1a8d0f0b     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","1","1"
"Merge `Trigger revalidation of VCN, underlying networks` am: bd14581e6b am: 4755021eb1          Original change: https://android-review.googlesource.com/c/platform/frameworks/base/+/2007972          Change-Id: I23ccd7dcf2eb98c91ed8ffab8f6b41cc3ffaef85     Signed-off-by: Automerger Merge Worker <android-build-automerger-merge-worker@system.gserviceaccount.com>     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","1","1"
"Merge `[SettingsProvider] update API javadoc`","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","0","1"
"Merge `setProperty check for byte limit` am: 18b4802337 am: 4cd991467f          Original change: https://android-review.googlesource.com/c/platform/frameworks/base/+/2004952          Change-Id: I1ea10c7f473956cdeeed14fbe8fa455bf4bb088d     Signed-off-by: Automerger Merge Worker <android-build-automerger-merge-worker@system.gserviceaccount.com>     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","1","1"
"Merge changes from topic `truncate operator name` am: ffa0f982b6 am: 9cf73e369d          Original change: https://android-review.googlesource.com/c/platform/frameworks/base/+/2004810          Change-Id: Ic3985aab30f06ce02ec01e43ce8a6c05abd419a2     Signed-off-by: Automerger Merge Worker <android-build-automerger-merge-worker@system.gserviceaccount.com>     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","1","1"
"Merge `Trigger revalidation of VCN, underlying networks`","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","0","1"
"Merge `setProperty check for byte limit`","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","0","1"
"Merge changes from topic `truncate operator name`          * changes:     Truncate operator name to fit into SystemProp size     Add truncateStringForUtf8Storage()     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","1","1"
"[SettingsProvider] update API javadoc          Address comments from API review          BUG: 227781337     Test: N/A     Change-Id: I3042be0671728d06bf1c7ae09baee538bb82fbe7     Merged-In: I3042be0671728d06bf1c7ae09baee538bb82fbe7     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","1","1"
"Merge Android 12 QPR3 ab/8391262          Bug: 226662282     Merged-In: Id7458a889e8b084a260b18f56db315ee1317b3a6     Change-Id: I4819065c2c2adb24d08fb1e32eefd6f335a1ec48     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","1","1"
"Merge `Add PROTOCOL_UNKOWN` am: e5e9a5c339 am: 235c3b6316          Original change: https://android-review.googlesource.com/c/platform/frameworks/base/+/2052598          Change-Id: Ie17d28198fe3b0dd2edf88986550e3cd183f7986     Signed-off-by: Automerger Merge Worker <android-build-automerger-merge-worker@system.gserviceaccount.com>     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","1","1"
"Merge `Remove FDE warning from AccessibilityShortcutChooserActivity` am: db9ea17177 am: b548de7856          Original change: https://android-review.googlesource.com/c/platform/frameworks/base/+/2045979          Change-Id: I3fbe51313843c63950cb0e3d8141b88f79d41d77     Signed-off-by: Automerger Merge Worker <android-build-automerger-merge-worker@system.gserviceaccount.com>     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","1","1"
"Merge `Add PROTOCOL_UNKOWN`","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","1","1"
"Merge `Remove FDE warning from AccessibilityShortcutChooserActivity`","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","1","0"
"Add PROTOCOL_UNKOWN          Test: build     Bug: 217375910     Merged-In: I5bd0351925d27bb2178d4cd0cc93197f463236cd     Change-Id: I5bd0351925d27bb2178d4cd0cc93197f463236cd     ","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","1","1"
"Merge `Prevent exfiltration of system files via user image settings.` into sc-dev am: be7735efcb am: 5b62c51502 am: 8c10a6aa0d          Original change: https://googleplex-android-review.googlesource.com/c/platform/frameworks/base/+/17071224          Change-Id: I100fd497b19a8cad113c7d9320c1e64212502896     Signed-off-by: Automerger Merge Worker <android-build-automerger-merge-worker@system.gserviceaccount.com>     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","1","1"
"Merge `Prevent exfiltration of system files via user image settings.` into sc-dev am: be7735efcb am: 5b62c51502          Original change: https://googleplex-android-review.googlesource.com/c/platform/frameworks/base/+/17071224          Change-Id: I892a79e6b627eb1e8e58007613a5855b7e74250a     Signed-off-by: Automerger Merge Worker <android-build-automerger-merge-worker@system.gserviceaccount.com>     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","1","1"
"Merge `Prevent exfiltration of system files via user image settings.` into sc-dev am: be7735efcb          Original change: https://googleplex-android-review.googlesource.com/c/platform/frameworks/base/+/17071224          Change-Id: Ib7bf62ea0ad68e3a104d426f7f1d912597cc471e     Signed-off-by: Automerger Merge Worker <android-build-automerger-merge-worker@system.gserviceaccount.com>     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","1","1"
"Merge `Prevent exfiltration of system files via user image settings.` into sc-dev","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","1","1"
"Merge `Fix edit button in screenshot share activity` am: d7013fb94e am: c6158cc84d          Original change: https://android-review.googlesource.com/c/platform/frameworks/base/+/1991974          Change-Id: I2e4e50e79a97eaea2871cc6a743417c4b4aab588     Signed-off-by: Automerger Merge Worker <android-build-automerger-merge-worker@system.gserviceaccount.com>     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","1","1"
"Merge `Fix edit button in screenshot share activity`","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","1","0"
"Merge `DSU service: Log insufficient storage space error` am: 9b420e664a am: 1e43855f6c          Original change: https://android-review.googlesource.com/c/platform/frameworks/base/+/2049806          Change-Id: I7b12a1c5d2dfb833c5330c44a35b110fc18c1859     Signed-off-by: Automerger Merge Worker <android-build-automerger-merge-worker@system.gserviceaccount.com>     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","1","1"
"dynsystem: Fix memory leak          Right now the MemoryFile object isn't closed after use, and dangling     file descriptors are leaked into memory each time a MemoryFile object     is created.          Replace android.os.MemoryFile with android.os.SharedMemory and use     try-with-resources to auto manage the opened file descriptors and mapped     memory regions.          Bug: 225310919     Test: Start a DSU installation and check /proc/$pid/maps     Change-Id: I15d9f658c926ef0a46fb558215bfab40f76ddc9a     ","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 0, 7, 2, 0]","1","1","1"
"Merge `DSU service: Log insufficient storage space error`","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","0","0"
"Only invoke listener once physical address becomes known          Test: atest     Bug: 205082572     Change-Id: I46fb8cfe2825c2c26207b79965fbbace41fc7793     Merged-In: I46fb8cfe2825c2c26207b79965fbbace41fc7793     ","[0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 5, 0, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12, 0, 2, 6, 0]","1","1","1"
"Don't remove devices on onHotplug()          This CL affects TV panels and Audio Systems only.     Before HdmiCecNetwork existed: devices were removed when     HotplugDetectionAction detected a hotplug out, and TIF was informed.     Before this CL: devices were removed from the CEC network onHotplug,     but the listener to inform TIF wasn't invoked. This was causing     multiple issues.     After: on TV panels and Audio Systems, only remove devices when     HotplugDetectionAction detects a hotplug out,     just like before HdmiCecNetwork existed.          Test: atest     Bug:213417037          Change-Id: I4181b4650b70101da44fd205e4df9eb566f74496     Merged-In: I4181b4650b70101da44fd205e4df9eb566f74496     ","[0, 0, 0, 1, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 4, 0, 0, 1, 0]","1","1","1"
"Assign local device portId 0          Before, the local device on a TV would be assigned an invalid portId,     which was causing the local device to be removed from the HdmiCecNetwork     in some instances.          Bug: 213423171     Test: atest HdmiCecNetworkTest     Change-Id: I99e1ca1d54a74682c0737deb2ad2163f7db5e0db     Merged-In: I99e1ca1d54a74682c0737deb2ad2163f7db5e0db     ","[0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 0, 1, 0]","1","1","1"
"Set device type on first message received          When receiving the first message from a new device, deduce its device     type from its logical address if possible and store it in the network.          Bug: 205082572     Test: atest HdmiCecNetworkTest     Change-Id: I66b0969347e7d292f8222efb250156e0421e60ca     Merged-In: I66b0969347e7d292f8222efb250156e0421e60ca     ","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 8, 0]","1","1","1"
"Provide gesture and tappable element insets for caption          Caption is covering the app region and will take gesture and tap events     when the user interact with the caption. This change will make sure the     app can receive the caption as a part of the tappable element insets and     gesture insets to avoid the caption overlaps with interactive elements     inside the window.          Bug: 219987804     Bug: 209717743     Test: atest, see the bugs          Change-Id: I6e48f8df6eb8f73a2f62f34109f4d80d09021929     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]","1","1","1"
"Truncate operator name to fit into SystemProp size          Test: manual     Bug: 210502588     Change-Id: I59a87fa256a9be54755199034e138a63d89f0885     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 1, 0, 0]","1","1","1"
"Add truncateStringForUtf8Storage()          Test: manual     Bug: 210502588     Change-Id: I5d4ded0cb30151bc567cfedcdb1bbbdb9abdca9b     ","[0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","1","1"
"Merge `EntropyMixer: ensure new seed file is as good as old one` am: bcbd6fe8cd am: f11ba55d9b          Original change: https://android-review.googlesource.com/c/platform/frameworks/base/+/2050961          Change-Id: Ib2ebef7cce61178ff84c74c50cc5e9bdcf1391f8     Signed-off-by: Automerger Merge Worker <android-build-automerger-merge-worker@system.gserviceaccount.com>     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","1","1"
"Merge `EntropyMixer: ensure new seed file is as good as old one`","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","1","1"
"Merge `[DeviceConfig] cherry-pick deleteProperty SystemApi` am: 6ff14106fc am: ab9e828a43          Original change: https://android-review.googlesource.com/c/platform/frameworks/base/+/2040764          Change-Id: Id0b7cb4f43df62a2a900fc0eab016aeb1a08c89c     Signed-off-by: Automerger Merge Worker <android-build-automerger-merge-worker@system.gserviceaccount.com>     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","1","1"
"Merge `[DeviceConfig] cherry-pick deleteProperty SystemApi`","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","0","1"
"Merge `Clear mInterface before calling resetIkeState()` am: 1d5282f4dd am: a093773ca5          Original change: https://android-review.googlesource.com/c/platform/frameworks/base/+/2049444          Change-Id: Ie2fb4a49195574ac91609d269fc72585674e33d5     Signed-off-by: Automerger Merge Worker <android-build-automerger-merge-worker@system.gserviceaccount.com>     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","1","1"
"Parcel: recycle recycles          Before, it was like getting a used pan with food stuck on it. We run     a clean ship here. You want a Parcel? You get a fresh Parcel. When     we recycle a Parcel, we do a real clean-up job. Air freshener. All     bits brushed over. These Parcel objects are clean as heck now!          (specifically cleans mClassCookies)          Bug: 208279300     Test: build     Merged-In: I250872f5c6796bb64e2dc68008154c0e90feb218     Change-Id: I250872f5c6796bb64e2dc68008154c0e90feb218     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","1","1","1"
"Merge `Clear mInterface before calling resetIkeState()`","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","0","1"
"DSU service: Log insufficient storage space error          Log a specialized error message if installation task     failed due to insufficient storage space.     This helps the user to disgnose the source of error.          Bug: 200002443     Test: start DSU task and check logcat     Change-Id: Iabb3e0325ae99c343978ca6c35ab8378f20e0527     ","[0, 0, 0, 1, 1, 2, 1, 4, 0, 0, 0, 1, 3, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 5, 16, 4, 3, 4, 0]","1","1","1"
"KeyStore: Surface RKP failures          On systems that rely solely on remotely-provisioned keys (RKP),     the attestation keys may run out or be unavailable for attesting     a newly-generated key. This could happen when:     * the device first connects to the Internet     * The device had all the keys used and:     ** It hadn't yet completed obtaining new ones.     ** The RKP server declines to issue new keys.          In these cases, the caller must be informed that their key generation     request failed (likely temporarily), and that they should retry it.          The retry policy returned tells the caller when to re-try.     Bug: 227306369     Test: atest android.keystore.cts.KeyStoreExceptionTest          Merged-In: Ief30a3ab97da95b68d172e725c38acbefab92fa9     Change-Id: I0b2619fcbcb3ac4d94ed85f3ce5934e015c0828c     ","[0, 0, 0, 1, 3, 10, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 8, 24, 0, 1, 2, 0]","1","1","1"
"EntropyMixer: ensure new seed file is as good as old one          Generate the new seed by hashing the old seed together with some bytes     from /dev/urandom, rather than just using the bytes from /dev/urandom     alone.  This ensures that the new seed doesn't contain less entropy than     the old one, and follows the latest recommended best practices.          While doing this, also clean up various other things:          - Start using AtomicFile to update the seed file so that it won't be     corrupted if the system crashes while it is being updated.     - Eliminate the RandomBlock class, as it isn't very useful.     - Send all the device-specific information to /dev/urandom in one write.     - Improve comments, variable names, and method names.     - Improve log messages, e.g. don't log a warning on every first boot.     - Improve the unit test.     - Use @VisibleForTesting rather than an ad-hoc comment.          Bug: 226608458     Test: atest EntropyMixerTest     Test: checked for expected log messages     Change-Id: Ief9485536cff50c07d4d920fa32e21dbde6dd245     ","[0, 0, 0, 0, 13, 9, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 2, 0, 0, 1, 2, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 4, 1, 0, 0, 0, 1, 0, 0, 14, 12, 0, 1, 2, 0]","1","1","1"
"VolumeDialogImpl: Respect multiple visible rows in landscape          If the user is in a call we are showing two volume rows, the default     (music) stream and the active stream, in this case the voice call.     Currently the second row is not touchable in landscape mode because     the calculation of the touchable region does not handle the case of     multiple visible rows.          This patchset adds a check wether the ringer drawer extra size is bigger     than the additionally visible rows and then substracts the size of the     visible rows so that they stay touchable.          Test: While receiving a call in landscape both, the music row and the     ring row, are touchable. Touches at the left of the volume panel     are still going through the app behind the volume panel.     Change-Id: Icda80b7a98d5510747bc92ef12a3c7647131b18d     ","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0]","1","1","1"
